path	ext	bytes	category	target_module_hint
antlr/antlr/antlr/ASdebug/ASDebugStream.class	.class	625	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASdebug/IASDebugStream.class	.class	243	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASdebug/TokenOffsetInfo.class	.class	382	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ActionElement.class	.class	1237	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ActionTransInfo.class	.class	690	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Alternative.class	.class	1117	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/AlternativeBlock.class	.class	5466	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/AlternativeElement.class	.class	868	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/BaseAST.class	.class	6588	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/BlockContext.class	.class	897	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/BlockEndElement.class	.class	711	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/BlockWithImpliedExitPath.class	.class	602	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ByteBuffer.class	.class	789	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CSharpBlockFinishingInfo.class	.class	539	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CSharpCharFormatter.class	.class	1450	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CSharpCodeGenerator.class	.class	60934	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CSharpNameSpace.class	.class	672	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharBuffer.class	.class	774	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharFormatter.class	.class	293	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharLiteralElement.class	.class	1228	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharQueue.class	.class	1010	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharRangeElement.class	.class	1838	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharScanner.class	.class	7919	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharStreamException.class	.class	245	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CharStreamIOException.class	.class	411	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CodeGenerator.class	.class	9155	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CommonAST.class	.class	1008	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CommonASTWithHiddenTokens.class	.class	852	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CommonHiddenStreamToken.class	.class	821	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CommonToken.class	.class	1220	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CppBlockFinishingInfo.class	.class	528	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CppCharFormatter.class	.class	1449	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/CppCodeGenerator.class	.class	69755	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DefaultFileLineFormatter.class	.class	838	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DefaultJavaCodeGeneratorPrintWriterManager.class	.class	2603	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DefaultToolErrorHandler.class	.class	3200	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DefineGrammarSymbols.class	.class	14894	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DiagnosticCodeGenerator.class	.class	19838	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DocBookCodeGenerator.class	.class	13275	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/DumpASTVisitor.class	.class	1287	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ExceptionHandler.class	.class	350	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ExceptionSpec.class	.class	542	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/FileCopyException.class	.class	240	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/FileLineFormatter.class	.class	622	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Grammar.class	.class	5710	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/GrammarAnalyzer.class	.class	221	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/GrammarAtom.class	.class	1689	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/GrammarElement.class	.class	917	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/GrammarSymbol.class	.class	464	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/HTMLCodeGenerator.class	.class	12542	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ImportVocabTokenManager.class	.class	2567	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/InputBuffer.class	.class	1602	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/JavaBlockFinishingInfo.class	.class	535	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/JavaCharFormatter.class	.class	1427	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/JavaCodeGenerator.class	.class	56881	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/JavaCodeGeneratorPrintWriterManager.class	.class	527	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/LLkAnalyzer.class	.class	16697	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/LLkGrammarAnalyzer.class	.class	1310	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/LLkParser.class	.class	2140	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/LexerGrammar.class	.class	3424	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/LexerSharedInputState.class	.class	1338	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Lookahead.class	.class	3128	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/MakeGrammar.class	.class	17321	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/MismatchedCharException.class	.class	2595	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/MismatchedTokenException.class	.class	3689	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/NameSpace.class	.class	1439	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/NoViableAltException.class	.class	1141	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/NoViableAltForCharException.class	.class	1221	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/OneOrMoreBlock.class	.class	1025	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ParseTree.class	.class	1059	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ParseTreeRule.class	.class	1460	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ParseTreeToken.class	.class	700	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Parser.class	.class	7689	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ParserGrammar.class	.class	2048	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ParserSharedInputState.class	.class	631	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/PreservingFileWriter.class	.class	2155	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/PrintWriterWithSMAP.class	.class	3780	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/PythonBlockFinishingInfo.class	.class	539	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/PythonCharFormatter.class	.class	1512	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/PythonCodeGenerator.class	.class	55073	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/RecognitionException.class	.class	1367	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/RuleBlock.class	.class	5656	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/RuleEndElement.class	.class	724	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/RuleRefElement.class	.class	1670	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/RuleSymbol.class	.class	1165	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/SemanticException.class	.class	471	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/SimpleTokenManager.class	.class	2942	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/StringLiteralElement.class	.class	2053	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/StringLiteralSymbol.class	.class	425	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/StringUtils.class	.class	1172	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/SynPredBlock.class	.class	1050	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Token.class	.class	1624	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenBuffer.class	.class	1605	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenManager.class	.class	821	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenQueue.class	.class	1067	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenRangeElement.class	.class	1760	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenRefElement.class	.class	1638	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStream.class	.class	202	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamBasicFilter.class	.class	1282	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamException.class	.class	499	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamHiddenTokenFilter.class	.class	2215	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamIOException.class	.class	414	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRecognitionException.class	.class	523	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRetryException.class	.class	244	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine$1.class	.class	813	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine$DeleteOp.class	.class	394	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine$InsertBeforeOp.class	.class	660	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine$ReplaceOp.class	.class	710	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine$RewriteOperation.class	.class	1097	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamRewriteEngine.class	.class	7589	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenStreamSelector.class	.class	2374	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenSymbol.class	.class	765	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TokenWithIndex.class	.class	882	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Tool.class	.class	12157	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ToolErrorHandler.class	.class	318	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeBlockContext.class	.class	560	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeElement.class	.class	1424	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeParser.class	.class	3333	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeParserSharedInputState.class	.class	274	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeSpecifierNode.class	.class	888	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/TreeWalkerGrammar.class	.class	1795	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Utils.class	.class	1839	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/Version.class	.class	427	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/WildcardElement.class	.class	1250	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ZeroOrMoreBlock.class	.class	1029	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/actions/cpp/ActionLexer.class	.class	32198	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/actions/cpp/ActionLexerTokenTypes.class	.class	1036	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/actions/java/ActionLexer.class	.class	31796	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/actions/java/ActionLexerTokenTypes.class	.class	1037	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/build/ANTLR$1.class	.class	674	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/build/ANTLR.class	.class	3075	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/build/StreamScarfer.class	.class	1004	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/build/Tool.class	.class	3531	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/AST.class	.class	874	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/ASTEnumeration.class	.class	203	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/Enumerator.class	.class	196	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/List.class	.class	380	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/Stack.class	.class	293	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/ASTArray.class	.class	482	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/ASTEnumerator.class	.class	1045	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/BitSet.class	.class	6554	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/IndexedVector.class	.class	1298	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/IntRange.class	.class	559	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/LLCell.class	.class	341	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/LLEnumeration.class	.class	833	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/LList.class	.class	1831	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/Vector.class	.class	2208	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/VectorEnumeration.class	.class	883	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/collections/impl/VectorEnumerator.class	.class	881	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/DebuggingCharScanner.class	.class	6537	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/DebuggingInputBuffer.class	.class	1700	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/DebuggingParser.class	.class	194	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/Event.class	.class	529	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/GuessingEvent.class	.class	582	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/InputBufferAdapter.class	.class	660	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/InputBufferEvent.class	.class	1358	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/InputBufferEventSupport.class	.class	2800	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/InputBufferListener.class	.class	306	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/InputBufferReporter.class	.class	908	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/LLkDebuggingParser.class	.class	6812	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ListenerBase.class	.class	224	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/MessageAdapter.class	.class	521	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/MessageEvent.class	.class	1104	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/MessageListener.class	.class	233	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/NewLineEvent.class	.class	839	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/NewLineListener.class	.class	208	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParseTreeDebugParser.class	.class	2319	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserAdapter.class	.class	1375	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserController.class	.class	256	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserEventSupport.class	.class	11095	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserListener.class	.class	358	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserMatchAdapter.class	.class	653	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserMatchEvent.class	.class	2289	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserMatchListener.class	.class	299	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserReporter.class	.class	1892	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserTokenAdapter.class	.class	534	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserTokenEvent.class	.class	1303	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/ParserTokenListener.class	.class	242	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SemanticPredicateAdapter.class	.class	521	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SemanticPredicateEvent.class	.class	1301	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SemanticPredicateListener.class	.class	254	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SyntacticPredicateAdapter.class	.class	659	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SyntacticPredicateEvent.class	.class	758	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/SyntacticPredicateListener.class	.class	329	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/TraceAdapter.class	.class	476	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/TraceEvent.class	.class	1328	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/TraceListener.class	.class	220	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/Tracer.class	.class	1128	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/misc/ASTFrame$1.class	.class	726	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/misc/ASTFrame$MyTreeSelectionListener.class	.class	1276	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/misc/ASTFrame.class	.class	1508	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/misc/JTreeASTModel.class	.class	2013	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/debug/misc/JTreeASTPanel.class	.class	1030	BUILD_TREE_OR_OUTPUT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Grammar.class	.class	6181	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/GrammarFile.class	.class	2572	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Hierarchy.class	.class	4442	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Option.class	.class	1132	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Preprocessor.class	.class	10903	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/PreprocessorLexer.class	.class	16912	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/PreprocessorTokenTypes.class	.class	1552	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Rule.class	.class	3204	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/preprocessor/Tool.class	.class	3737	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/build/ANTLR.java	.java	3346	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/build/StreamScarfer.java	.java	725	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/build/Tool.java	.java	5669	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/AST.java	.java	1918	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/ASTEnumeration.java	.java	370	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/Enumerator.java	.java	667	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/List.java	.java	702	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/Stack.java	.java	688	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/ASTArray.java	.java	733	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/ASTEnumerator.java	.java	1100	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/BitSet.java	.java	14637	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/IndexedVector.java	.java	2056	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/IntRange.java	.java	496	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/LLCell.java	.java	642	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/LLEnumeration.java	.java	1520	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/LList.java	.java	3694	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/collections/impl/Vector.java	.java	3310	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
